District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,arhar,moong,masur,urd,peas,khesari,gram products,besan
Visakhapatnam,"1,464",17.6868159,83.2184815,0.00,0.00,0.74,0.31,8.31,4.74,1.43,0.81,0.72,1.13,0.59,1.00,0.36,0.51
East Godavari,"1,558",17.32125,82.0407137,0.50,0.00,1.00,0.71,0.25,1.20,1.10,0.55,0.45,1.27,0.61,0.00,0.69,0.46
West Godavari,"1,637",16.9174181,81.3399414,1.00,0.00,1.00,0.50,1.00,1.35,1.68,0.61,0.79,1.64,0.37,0.44,0.46,0.63
Krishna,"2,005",16.6099914,80.7214417,4.91,0.00,0.00,0.97,0.00,1.20,1.76,0.78,2.98,1.76,0.56,0.84,0.44,0.70
Guntur,"1,645",16.3066525,80.4365402,2.19,0.25,1.02,0.10,0.00,0.94,1.59,0.62,0.17,1.35,0.00,0.00,0.00,0.73
Prakasam,"1,500",15.348463,79.560344,2.16,0.00,0.00,0.00,0.00,1.14,2.31,1.01,0.50,1.16,1.66,0.50,0.43,0.42
Nellore,"1,536",14.4425987,79.986456,0.00,2.00,0.00,0.00,0.00,1.22,1.94,0.80,1.24,1.26,0.61,0.00,0.42,0.49
Cuddapah,"1,654",14.4673541,78.8241339,2.27,1.76,0.00,0.00,0.00,1.43,1.85,0.53,0.00,0.80,0.00,0.50,0.38,0.53
Kurnool,"1,246",15.8281257,78.0372792,6.09,7.34,0.00,0.00,0.00,2.18,2.77,0.33,0.97,0.68,1.00,0.00,0.25,0.35
Anantapur,"1,307",14.6818877,77.6005911,4.44,1.37,1.96,0.00,0.00,4.25,2.54,0.40,4.25,0.56,0.45,0.00,0.36,0.85
Chittoor,"1,585",13.217176,79.1003289,0.69,1.00,0.00,0.00,0.00,1.80,1.85,0.62,0.25,0.93,0.25,0.00,0.30,0.50
Belgaum,"1,405",15.8496953,74.4976741,10.66,1.06,9.41,0.00,1.00,1.55,1.33,0.84,0.64,0.49,0.59,0.65,0.30,0.51
Bagalkot,"1,083",16.1725355,75.6557206,11.71,1.92,3.42,0.00,0.00,2.82,1.45,0.86,0.72,0.42,0.77,0.00,0.48,0.44
Bijapur,"1,178",16.8298805,75.6825177,11.77,4.83,2.18,0.00,0.00,3.42,1.48,0.75,0.64,0.39,0.63,2.00,0.33,0.50
Gulbarga,"1,212",17.329731,76.8342957,16.69,6.99,0.00,0.00,0.00,0.00,3.26,0.87,0.92,0.69,0.91,0.00,0.00,0.57
Bidar,"1,184",17.9148799,77.5046101,14.46,2.08,0.00,0.00,0.00,0.00,2.92,1.08,1.29,0.95,0.00,0.00,0.00,0.75
Raichur,"1,125",16.2120031,77.3439283,12.08,28.49,0.00,0.00,0.00,5.00,2.52,0.54,0.58,0.52,0.50,0.00,0.51,0.30
Koppal,"1,100",15.3507081,76.1554311,16.47,10.50,0.00,0.00,0.00,3.29,2.29,0.67,0.30,0.45,0.00,0.00,0.56,0.79
Gadag,"1,393",15.4324651,75.6380337,7.77,4.00,0.00,0.00,0.00,1.06,1.25,0.87,0.00,0.35,0.78,0.50,0.28,0.50
Dharwad,"1,581",15.4589236,75.007808,10.39,3.50,0.00,0.00,0.00,2.62,1.79,0.88,2.22,0.56,0.48,0.69,0.90,0.38
Uttara,"1,466",14.7937065,74.6868815,8.97,0.00,0.00,0.00,0.00,4.04,1.11,0.72,0.44,0.61,0.40,0.00,0.61,0.49
Haveri,"1,351",14.7959027,75.3971254,12.70,0.00,0.00,0.00,0.00,3.33,2.06,0.84,1.00,0.50,0.42,0.00,0.32,0.40
Bellary,"1,111",15.1393932,76.9214428,12.33,0.00,0.00,0.00,0.00,3.60,2.21,0.50,0.87,0.45,0.37,0.48,0.76,0.33
Chitradurga,"1,092",14.2305594,76.3984537,8.66,6.00,0.00,0.00,0.00,10.71,2.09,0.42,0.40,0.30,0.37,1.00,0.69,0.35
Davanagere,"1,209",14.4663438,75.9238397,6.93,0.00,0.00,0.00,0.00,6.28,1.35,0.72,0.52,0.46,0.43,1.00,0.81,0.31
Shimoga,"1,262",13.9299299,75.568101,9.45,5.00,3.00,0.00,0.00,6.34,0.97,0.48,0.20,0.35,0.29,0.20,0.23,0.34
Udupi,"2,056",13.3408807,74.7421427,0.00,0.00,0.00,0.00,0.00,1.69,0.69,0.64,0.77,0.65,0.60,0.40,0.61,0.61
Chikmagalur,"1,178",13.315258,75.7754018,2.84,0.00,0.00,0.00,4.00,5.50,0.99,0.23,0.00,0.36,0.39,0.00,0.26,0.23
Tumkur,"1,158",13.3391677,77.1139984,1.25,0.00,0.00,0.00,0.00,15.63,1.76,0.69,0.48,0.51,0.39,0.50,1.23,0.46
Kolar,"1,676",13.1357446,78.1325611,1.50,0.00,1.00,0.00,4.50,15.82,1.97,0.87,0.71,0.69,0.46,0.10,0.88,0.41
Bangalore,"3,085",12.9715987,77.5945627,1.65,0.00,0.00,0.00,0.00,7.00,1.81,0.79,0.61,0.93,0.49,0.00,0.67,0.43
Bangalore Rural,"1,643",13.2846993,77.6077865,0.00,0.00,2.00,0.00,0.00,14.18,2.10,0.64,0.52,0.63,0.43,0.00,0.00,0.52
Mandya,"1,647",12.5221567,76.9009191,6.53,0.00,0.00,0.00,5.00,11.51,1.41,0.38,0.26,0.64,0.52,0.15,0.26,0.61
Hassan,"1,264",13.0068142,76.0995519,0.00,0.00,1.00,0.00,0.00,11.20,0.90,0.47,0.50,0.41,0.42,0.00,0.31,0.40
Dakshina Kannada,"2,109",12.8437814,75.2479061,4.27,0.00,0.00,0.00,0.00,1.59,0.74,0.65,0.78,0.98,0.63,0.00,0.52,0.55
Kodagu,"3,968",12.3374942,75.8069082,0.00,0.00,0.00,0.00,0.00,1.98,0.72,0.61,0.54,0.66,0.42,0.00,0.42,0.68
Mysore,"1,585",12.2958104,76.6393805,4.68,0.00,0.00,0.00,0.00,8.45,1.59,0.39,0.00,0.70,0.40,0.00,0.17,0.40
Chamarajanagar,"1,382",11.9261471,76.9437312,3.60,0.00,0.00,0.00,0.00,10.47,1.71,0.74,0.00,0.62,0.84,0.00,0.16,0.98
Ramanagar,"1,396",15.4181142,74.4812964,3.00,0.00,0.00,0.00,0.00,13.93,1.91,0.72,0.00,1.23,0.46,0.00,0.52,0.49
Chikkaballapura,"1,340",13.4311546,77.7139458,0.00,0.00,0.00,0.00,0.00,16.52,2.27,0.81,0.50,0.61,0.59,0.00,2.00,0.58
North Goa,"2,548",15.5163112,73.9830029,5.41,0.00,0.00,0.00,1.00,1.35,0.80,0.77,0.74,0.51,0.69,0.00,0.86,0.58
South Goa,"2,854",15.11766,74.123996,7.98,0.00,0.00,0.00,1.13,1.42,0.77,0.85,0.65,0.62,0.66,0.00,0.29,0.55
Lakshadweep,"2,863",8.2954408,73.0489728,0.00,0.00,0.00,0.00,0.00,0.50,1.84,1.34,1.00,1.07,1.16,1.13,0.00,0.00
Kasaragod,"1,305",12.5102239,74.9851678,0.00,0.00,0.00,0.00,0.00,0.50,0.53,0.62,0.51,0.69,0.61,0.00,0.25,0.33
Kannur,"1,633",11.8744775,75.3703662,0.00,0.00,0.00,0.00,0.00,3.00,0.68,0.86,0.62,0.95,0.78,0.73,0.00,0.08
Wayanad,"2,061",11.703206,76.0833999,0.00,0.00,0.00,0.40,0.00,0.90,0.46,0.76,0.31,0.38,0.62,0.00,1.00,0.12
Kozhikode,"1,884",11.2587531,75.78041,0.00,0.00,0.00,0.00,0.00,1.41,0.52,0.86,1.00,0.60,0.57,0.56,0.84,0.29
Malappuram,"1,621",11.0731819,76.0739999,0.00,0.00,0.00,0.00,0.00,0.88,0.53,0.92,0.52,0.72,0.80,0.00,0.25,0.44
Palakkad,"1,766",10.7867303,76.6547932,0.00,0.00,0.00,0.00,0.00,0.79,0.68,0.60,0.10,0.87,0.75,0.00,1.02,0.37
Thrissur,"2,286",10.5276416,76.2144349,0.00,0.00,0.00,0.10,0.00,1.08,1.04,0.71,0.63,0.83,0.81,0.97,0.52,0.40
Ernakulam,"2,616",9.9816358,76.2998842,0.00,0.50,1.06,0.16,0.00,0.69,0.75,0.79,0.71,0.76,0.72,1.35,0.42,0.81
Idukki,"2,487",9.8138076,76.9297354,3.00,0.00,0.00,0.00,0.00,0.00,0.60,0.67,3.00,0.69,0.66,0.00,0.00,0.48
Kottayam,"2,809",9.5915668,76.5221531,0.00,0.00,0.00,0.00,0.00,1.43,0.62,0.76,1.00,0.91,0.77,1.50,1.05,0.41
Alappuzha,"2,193",9.4980667,76.3388484,0.00,0.00,0.00,0.00,0.00,0.62,0.57,0.84,0.00,0.89,0.55,0.50,0.50,0.50
Pathanamthitta,"2,241",9.2647582,76.7870414,0.00,0.00,0.00,0.00,0.00,0.91,0.47,0.57,0.50,0.83,0.54,0.00,0.50,0.12
Kollam,"2,200",8.8932118,76.6141396,0.00,0.00,0.00,0.00,0.00,1.28,0.54,0.99,0.64,1.11,0.70,0.54,0.43,0.44
Thiruvananthapuram,"2,567",8.5241391,76.9366376,0.00,0.00,0.43,0.42,0.00,0.72,0.58,0.86,1.52,1.26,0.55,0.58,0.49,0.68
Thiruvallur,"2,227",13.1444426,79.8940078,0.00,2.43,1.00,0.73,0.00,1.68,1.64,0.56,0.88,1.29,0.64,0.00,0.35,0.54
Chennai,"2,852",13.0826802,80.2707184,0.00,0.00,0.50,0.00,0.00,1.21,1.71,0.62,0.59,1.32,0.60,0.50,0.39,0.44
Kancheepuram,"2,041",12.8341735,79.7036402,2.00,0.99,0.00,0.00,2.00,2.06,1.73,0.48,0.42,1.43,0.56,0.00,0.39,0.46
Vellore,"1,326",12.9165167,79.1324986,0.00,0.00,0.00,2.70,1.56,2.69,1.68,0.52,0.00,1.46,0.54,0.00,0.43,0.48
Dharmapuri,"1,717",12.1065271,78.1361409,4.03,4.52,2.00,0.00,0.00,3.22,1.76,0.55,0.00,0.98,0.25,0.00,0.48,0.29
Tiruvannamalai,"1,213",12.2252841,79.0746957,10.00,6.55,0.00,0.00,0.00,2.10,1.64,0.43,0.25,1.35,0.37,1.00,0.36,0.53
Viluppuram,883,11.9368897,79.4872619,0.00,0.00,0.00,0.00,0.00,0.88,1.27,0.20,1.79,1.34,0.15,0.00,0.49,0.20
Salem,"1,418",11.664325,78.1460142,0.00,0.00,0.00,0.00,0.00,3.61,1.78,0.66,0.80,1.19,0.61,0.00,0.48,0.53
Namakkal,"1,638",11.2194391,78.1677236,10.00,5.82,0.00,0.00,0.00,1.26,1.53,0.59,0.43,1.22,0.46,0.00,0.65,0.97
Erode,"1,779",11.3410364,77.7171642,1.50,1.00,2.08,0.00,0.00,2.20,1.43,0.33,0.17,1.03,0.49,0.50,0.27,0.48
The Nilgiris,"1,516",11.4916043,76.7336521,0.00,0.00,0.00,0.00,0.00,1.34,1.19,0.60,1.00,1.03,0.66,0.00,0.43,0.80
Coimbatore,"2,267",11.0168445,76.9558321,0.10,4.80,0.00,0.00,0.00,1.26,1.31,0.66,0.70,1.21,0.45,0.25,0.28,0.45
Dindigul,"1,674",10.3673123,77.9802906,0.00,1.73,3.00,0.00,0.00,1.24,1.42,0.58,1.00,1.15,0.31,0.26,0.49,0.39
Karur,"1,637",10.9600778,78.0766036,2.00,0.00,3.00,0.00,0.00,2.15,1.64,0.58,0.25,1.33,0.34,0.00,0.67,0.30
Tiruchirappalli,"1,674",10.7904833,78.7046725,0.00,0.00,2.59,0.00,2.30,1.50,1.83,0.42,0.00,1.44,0.54,0.00,0.58,0.65
Perambalur,"2,368",11.2409839,78.8665733,2.00,0.00,0.00,0.00,0.00,1.90,1.88,0.42,0.00,1.54,0.00,0.00,0.93,0.68
Ariyalur,"1,448",11.1400585,79.0786281,0.25,0.25,1.29,0.00,0.00,0.47,1.59,0.39,0.00,1.33,0.50,0.00,0.58,0.00
Cuddalore,"1,056",11.744699,79.7680243,0.00,1.50,0.00,0.00,0.00,3.47,1.31,0.24,0.34,1.28,0.93,0.00,0.34,0.20
Nagapattinam,"1,529",10.7656082,79.8423888,0.50,0.67,0.30,0.00,0.00,1.33,1.41,0.40,3.00,1.59,0.18,0.00,0.28,0.38
Thiruvarur,"1,642",10.7713187,79.6369974,0.00,0.00,0.00,0.00,0.00,0.95,1.26,0.31,0.50,1.25,0.39,0.00,0.26,0.25
Thanjavur,"1,798",10.7869994,79.1378274,0.00,0.00,2.00,0.00,0.00,1.38,1.33,0.36,0.50,1.26,0.34,0.00,0.32,0.34
Pudukkottai,"1,540",10.379663,78.8208454,0.00,0.00,0.65,0.00,0.00,1.90,1.78,0.58,0.32,1.53,0.68,0.50,0.56,0.84
Sivaganga,"1,342",9.8432999,78.4808775,0.50,0.00,0.00,0.00,0.00,0.66,0.94,0.23,0.50,1.14,1.77,0.00,0.25,0.52
Madurai,"1,755",9.9252007,78.1197754,0.00,0.00,0.00,0.50,0.50,1.89,1.46,0.58,1.00,1.21,0.31,0.35,0.52,0.50
Theni,"1,527",10.0103658,77.4768115,0.00,0.00,0.00,0.00,0.00,1.43,1.34,0.53,0.00,1.09,0.58,0.20,0.51,0.00
Virudhunagar,"1,630",9.5680116,77.9624435,1.00,0.00,2.00,0.00,3.00,0.79,1.10,0.53,1.00,1.04,0.25,0.45,0.35,1.00
Ramanathapuram,"1,342",10.9974549,76.9915961,0.00,0.00,0.00,0.00,0.00,0.69,1.12,0.45,0.00,1.04,0.33,0.49,0.37,0.20
Thoothukkudi,"1,309",8.7641661,78.1348361,0.00,0.00,1.00,0.00,0.00,1.56,1.22,0.54,0.50,1.17,0.47,0.20,0.39,0.39
Tirunelveli,"1,525",8.7139126,77.7566523,0.00,0.00,0.00,0.25,0.50,1.06,1.45,0.58,1.00,1.38,0.49,0.20,0.43,0.46
Kanniyakumari,"2,483",8.0883064,77.5384507,0.00,0.00,0.00,0.00,0.00,1.13,0.96,0.55,0.00,1.22,0.34,0.00,0.36,0.34
Krishnagiri,"1,872",12.5186113,78.2137365,0.97,1.06,0.00,0.00,0.00,4.88,1.83,0.65,0.00,1.07,0.49,0.00,0.65,0.44
Yanam,"1,806",16.7271912,82.2175775,0.00,0.00,0.60,0.50,0.00,1.32,0.99,0.58,0.00,1.44,0.23,0.00,0.31,0.37
Pondicherry,"2,582",11.9138598,79.8144722,0.00,1.00,0.00,0.00,2.00,1.70,1.61,0.48,0.55,1.61,0.71,0.10,0.59,0.31
Mahe,"1,897",11.7027158,75.5364042,0.00,0.00,0.00,0.00,0.00,0.00,0.54,1.00,0.00,0.70,0.30,0.00,1.53,0.00
Karaikal,"2,621",10.9254398,79.8380056,0.00,0.00,0.00,0.00,0.00,1.73,1.48,0.57,0.00,1.69,0.25,0.00,0.40,0.23
South Andamans,"3,460",11.8311681,92.6586401,0.00,0.00,0.00,0.00,0.00,0.00,1.71,1.03,1.43,0.92,0.70,0.50,0.00,0.60
Nicobars,"2,731",7.1205395,93.7841503,0.00,0.00,0.00,0.00,0.00,0.00,2.17,1.98,1.74,0.94,0.84,0.00,0.00,0.50
North and Middle Andamans,"1,999",12.6518832,92.8976254,0.00,0.00,0.00,0.00,0.00,0.00,2.06,1.40,1.60,0.92,0.79,0.00,0.00,0.57
